,Business_Name,Boroughs,Cuisines,Inspection_Date,Action,Violation_Code,Violation_Description,Critical_Flag,Score,Grade,Grade_Date,Record_Date,Inspection_Type
1092,Razor's bar & lounge,Brooklyn,Spanish,08/21/2019,Violations were cited in the following area(s).,10j,Hand wash sign not posted,Not critical,36.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1093,Razor's bar & lounge,Brooklyn,Spanish,08/21/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,36.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1094,Rai rai ken,Manhattan,Japanese,08/21/2019,Violations were cited in the following area(s).,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,12.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1095,Razor's bar & lounge,Brooklyn,Spanish,08/21/2019,Violations were cited in the following area(s).,06d,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,36.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1096,Rai rai ken,Manhattan,Japanese,08/21/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,12.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1097,Razor's bar & lounge,Brooklyn,Spanish,08/21/2019,Violations were cited in the following area(s).,04a,Food protection certificate not held by supervisor of food operations.,Critical,36.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1098,Sideshows by the seashore,Brooklyn,American,08/21/2019,Violations were cited in the following area(s).,10h,Proper sanitization not provided for utensil ware washing operation.,Not critical,2.0,A,08/21/2019,11/20/2024,Cycle inspection / initial inspection
1099,Mcfaddens,Queens,American,08/22/2019,Violations were cited in the following area(s).,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,10.0,A,08/22/2019,11/20/2024,Cycle inspection / re-inspection
1100,Queen of sheba ethiopian restaurant,Manhattan,Ethiopian,08/22/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,06d,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,38.0,Nan,Nan,11/20/2024,Cycle inspection / re-inspection
1101,Mcfaddens,Queens,American,08/22/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,10.0,A,08/22/2019,11/20/2024,Cycle inspection / re-inspection
1102,Dj club inc ktv & lounge,Queens,Fruits/vegetables,08/22/2019,Violations were cited in the following area(s).,10j,Hand wash sign not posted,Not critical,11.0,A,08/22/2019,11/20/2024,Pre-permit (operational) / re-inspection
1103,Queen of sheba ethiopian restaurant,Manhattan,Ethiopian,08/22/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,04m,Live roaches present in facility's food and/or non-food areas.,Critical,38.0,Nan,Nan,11/20/2024,Cycle inspection / re-inspection
1104,Queen of sheba ethiopian restaurant,Manhattan,Ethiopian,08/22/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,38.0,Nan,Nan,11/20/2024,Cycle inspection / re-inspection
1105,Dj club inc ktv & lounge,Queens,Fruits/vegetables,08/22/2019,Violations were cited in the following area(s).,02g,Cold food item held above 41º f (smoked fish and reduced oxygen packaged foods above 38 ºf) except during necessary preparation.,Critical,11.0,A,08/22/2019,11/20/2024,Pre-permit (operational) / re-inspection
1106,Dj club inc ktv & lounge,Queens,Fruits/vegetables,08/22/2019,Violations were cited in the following area(s).,10b,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not critical,11.0,A,08/22/2019,11/20/2024,Pre-permit (operational) / re-inspection
1107,Queen of sheba ethiopian restaurant,Manhattan,Ethiopian,08/22/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,38.0,Nan,Nan,11/20/2024,Cycle inspection / re-inspection
1108,Incredibowl,Queens,Chinese,08/26/2019,Violations were cited in the following area(s).,10b,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not critical,12.0,A,08/26/2019,11/20/2024,Cycle inspection / re-inspection
1109,Queen of sheba ethiopian restaurant,Manhattan,Ethiopian,08/26/2019,Establishment re-opened by dohmh.,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,2.0,C,08/26/2019,11/20/2024,Cycle inspection / reopening inspection
1110,Keane's bar & restaurant,Bronx,Irish,08/26/2019,Violations were cited in the following area(s).,02b,Hot food item not held at or above 140º f.,Critical,12.0,A,08/26/2019,11/20/2024,Cycle inspection / re-inspection
1111,Keane's bar & restaurant,Bronx,Irish,08/26/2019,Violations were cited in the following area(s).,06d,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,08/26/2019,11/20/2024,Cycle inspection / re-inspection
1112,Atlantica,Manhattan,American,08/26/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,7.0,A,08/26/2019,11/20/2024,Cycle inspection / initial inspection
1113,Atlantica,Manhattan,American,08/26/2019,Violations were cited in the following area(s).,06d,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,08/26/2019,11/20/2024,Cycle inspection / initial inspection
1114,Incredibowl,Queens,Chinese,08/26/2019,Violations were cited in the following area(s).,02g,Cold food item held above 41º f (smoked fish and reduced oxygen packaged foods above 38 ºf) except during necessary preparation.,Critical,12.0,A,08/26/2019,11/20/2024,Cycle inspection / re-inspection
1115,Carousel for all children,Staten island,Hotdogs/pretzels,08/27/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,2.0,A,08/27/2019,11/20/2024,Cycle inspection / initial inspection
1116,Alenbi kitchen,Brooklyn,Jewish/kosher,08/28/2019,Violations were cited in the following area(s).,10h,Proper sanitization not provided for utensil ware washing operation.,Not critical,53.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1117,Hiyake japanese bbq & ramen bar,Brooklyn,Chinese,08/28/2019,Violations were cited in the following area(s).,10h,Proper sanitization not provided for utensil ware washing operation.,Not critical,16.0,Nan,Nan,11/20/2024,Pre-permit (operational) / initial inspection
1118,Alenbi kitchen,Brooklyn,Jewish/kosher,08/28/2019,Violations were cited in the following area(s).,10e,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not critical,53.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1119,Hiyake japanese bbq & ramen bar,Brooklyn,Chinese,08/28/2019,Violations were cited in the following area(s).,10i,"Single service item reused, improperly stored, dispensed; not used when required.",Not critical,16.0,Nan,Nan,11/20/2024,Pre-permit (operational) / initial inspection
1120,Alenbi kitchen,Brooklyn,Jewish/kosher,08/28/2019,Violations were cited in the following area(s).,06e,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,53.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1121,Alenbi kitchen,Brooklyn,Jewish/kosher,08/28/2019,Violations were cited in the following area(s).,04a,Food protection certificate not held by supervisor of food operations.,Critical,53.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1122,Alenbi kitchen,Brooklyn,Jewish/kosher,08/28/2019,Violations were cited in the following area(s).,02b,Hot food item not held at or above 140º f.,Critical,53.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1123,Four seasons hotel new york,Manhattan,American,08/28/2019,Violations were cited in the following area(s).,06a,Personal cleanliness inadequate. outer garment soiled with possible contaminant. effective hair restraint not worn in an area where food is prepared.,Critical,5.0,A,08/28/2019,11/20/2024,Cycle inspection / initial inspection
1124,Alenbi kitchen,Brooklyn,Jewish/kosher,08/28/2019,Violations were cited in the following area(s).,02g,Cold food item held above 41º f (smoked fish and reduced oxygen packaged foods above 38 ºf) except during necessary preparation.,Critical,53.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
